Datum,Type,Waarde
2020-10-19,Minimum,111597
2020-10-19,Maximum,197713
2020-10-19,Geschat aantal besmettelijke mensen,154048
2020-10-20,Minimum,110345
2020-10-20,Maximum,195675
2020-10-20,Geschat aantal besmettelijke mensen,152634
2020-10-21,Minimum,109525
2020-10-21,Maximum,193232
2020-10-21,Geschat aantal besmettelijke mensen,151297
2020-10-22,Minimum,108373
2020-10-22,Maximum,191594
2020-10-22,Geschat aantal besmettelijke mensen,149547
2020-10-23,Minimum,107293
2020-10-23,Maximum,189553
2020-10-23,Geschat aantal besmettelijke mensen,147887
2020-10-24,Minimum,106394
2020-10-24,Maximum,187086
2020-10-24,Geschat aantal besmettelijke mensen,146558
2020-10-25,Minimum,104876
2020-10-25,Maximum,184937
2020-10-25,Geschat aantal besmettelijke mensen,144867
2020-10-26,Minimum,103012
2020-10-26,Maximum,183147
2020-10-26,Geschat aantal besmettelijke mensen,143009
2020-10-27,Minimum,101244
2020-10-27,Maximum,180680
2020-10-27,Geschat aantal besmettelijke mensen,140791
2020-10-28,Minimum,99780
2020-10-28,Maximum,178427
2020-10-28,Geschat aantal besmettelijke mensen,138736
2020-10-29,Minimum,97567
2020-10-29,Maximum,175164
2020-10-29,Geschat aantal besmettelijke mensen,135987
2020-10-30,Minimum,94889
2020-10-30,Maximum,171739
2020-10-30,Geschat aantal besmettelijke mensen,133095
2020-10-31,Minimum,93742
2020-10-31,Maximum,169292
2020-10-31,Geschat aantal besmettelijke mensen,131340
2020-11-01,Minimum,91819
2020-11-01,Maximum,166589
2020-11-01,Geschat aantal besmettelijke mensen,128910
2020-11-02,Minimum,89977
2020-11-02,Maximum,163556
2020-11-02,Geschat aantal besmettelijke mensen,126244
2020-11-03,Minimum,87764
2020-11-03,Maximum,159708
2020-11-03,Geschat aantal besmettelijke mensen,123312
2020-11-04,Minimum,86320
2020-11-04,Maximum,156426
2020-11-04,Geschat aantal besmettelijke mensen,120786
2020-11-05,Minimum,84357
2020-11-05,Maximum,152959
2020-11-05,Geschat aantal besmettelijke mensen,118110
2020-11-06,Minimum,81696
2020-11-06,Maximum,149928
2020-11-06,Geschat aantal besmettelijke mensen,115651
2020-11-07,Minimum,81171
2020-11-07,Maximum,148251
2020-11-07,Geschat aantal besmettelijke mensen,114608
2020-11-08,Minimum,80683
2020-11-08,Maximum,146752
2020-11-08,Geschat aantal besmettelijke mensen,113249
2020-11-09,Minimum,80189
2020-11-09,Maximum,145221
2020-11-09,Geschat aantal besmettelijke mensen,111927
2020-11-10,Minimum,79239
2020-11-10,Maximum,142799
2020-11-10,Geschat aantal besmettelijke mensen,110574
2020-11-11,Minimum,79213
2020-11-11,Maximum,141462
2020-11-11,Geschat aantal besmettelijke mensen,109943
2020-11-12,Minimum,78130
2020-11-12,Maximum,139982
2020-11-12,Geschat aantal besmettelijke mensen,108793
2020-11-13,Minimum,76863
2020-11-13,Maximum,139899
2020-11-13,Geschat aantal besmettelijke mensen,
2020-11-14,Minimum,77307
2020-11-14,Maximum,141970
2020-11-14,Geschat aantal besmettelijke mensen,
2020-11-15,Minimum,76784
2020-11-15,Maximum,143016
2020-11-15,Geschat aantal besmettelijke mensen,
2020-11-16,Minimum,75813
2020-11-16,Maximum,144325
2020-11-16,Geschat aantal besmettelijke mensen,
2020-11-17,Minimum,69720
2020-11-17,Maximum,141567
2020-11-17,Geschat aantal besmettelijke mensen,
2020-11-18,Minimum,63109
2020-11-18,Maximum,140606
2020-11-18,Geschat aantal besmettelijke mensen,
2020-11-19,Minimum,55807
2020-11-19,Maximum,140748
2020-11-19,Geschat aantal besmettelijke mensen,
